title,stars_rating,url,price_pounds,price_rubles
The Star-Touched Queen,5,the-star-touched-queen_764/index.html,46.02,4735.0
The Songs of the Gods,5,the-songs-of-the-gods_763/index.html,44.48,4576.55
The Song of Achilles,5,the-song-of-achilles_762/index.html,37.4,3848.09
The Rosie Project (Don Tillman #1),1,the-rosie-project-don-tillman-1_761/index.html,54.04,5560.18
The Power of Habit: Why We Do What We Do in Life and Business,3,the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html,16.88,1736.78
The Marriage of Opposites,4,the-marriage-of-opposites_759/index.html,28.08,2889.15
The Lucifer Effect: Understanding How Good People Turn Evil,1,the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,10.4,1070.06
The Long Haul (Diary of a Wimpy Kid #9),1,the-long-haul-diary-of-a-wimpy-kid-9_757/index.html,44.07,4534.36
The Loney,1,the-loney_756/index.html,23.4,2407.63
The Literature Book (Big Ideas Simply Explained),3,the-literature-book-big-ideas-simply-explained_755/index.html,17.43,1793.37
The Last Mile (Amos Decker #2),2,the-last-mile-amos-decker-2_754/index.html,54.21,5577.67
The Immortal Life of Henrietta Lacks,2,the-immortal-life-of-henrietta-lacks_753/index.html,40.67,4184.54
The Hidden Oracle (The Trials of Apollo #1),2,the-hidden-oracle-the-trials-of-apollo-1_752/index.html,52.26,5377.03
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,3,the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html,28.77,2960.15
The Guilty (Will Robie #4),2,the-guilty-will-robie-4_750/index.html,13.82,1421.94
The First Hostage (J.B. Collins #2),3,the-first-hostage-jb-collins-2_749/index.html,25.85,2659.71
The Dovekeepers,1,the-dovekeepers_748/index.html,48.78,5018.97
The Darkest Lie,5,the-darkest-lie_747/index.html,35.35,3637.16
The Bane Chronicles (The Bane Chronicles #1-11),4,the-bane-chronicles-the-bane-chronicles-1-11_746/index.html,44.73,4602.27
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,1,the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html,15.77,1622.58
The 14th Colony (Cotton Malone #11),1,the-14th-colony-cotton-malone-11_744/index.html,39.24,4037.4
That Darkness (Gardiner and Renner #1),1,that-darkness-gardiner-and-renner-1_743/index.html,13.92,1432.23
Tastes Like Fear (DI Marnie Rome #3),1,tastes-like-fear-di-marnie-rome-3_742/index.html,10.69,1099.89
Take Me with You,3,take-me-with-you_741/index.html,45.21,4651.66
Swell: A Year of Waves,1,swell-a-year-of-waves_740/index.html,45.58,4689.73
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),5,superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html,11.89,1223.36
Still Life with Bread Crumbs,3,still-life-with-bread-crumbs_738/index.html,26.41,2717.32
Steve Jobs,5,steve-jobs_737/index.html,39.5,4064.16
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,4,sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html,44.74,4603.3
Someone Like You (The Harrisons #2),5,someone-like-you-the-harrisons-2_735/index.html,52.79,5431.56
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",4,so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html,35.43,3645.39
Shtum,4,shtum_733/index.html,55.84,5745.38
See America: A Celebration of Our National Parks & Treasured Sites,3,see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html,48.87,5028.23
salt.,4,salt_731/index.html,46.78,4813.19
Robin War,3,robin-war_730/index.html,47.82,4920.2
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",2,red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html,25.48,2621.64
Rain Fish,3,rain-fish_728/index.html,23.57,2425.12
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",5,quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html,50.89,5236.07
Pet Sematary,3,pet-sematary_726/index.html,10.56,1086.52
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",3,overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html,52.15,5365.71
Once Was a Time,2,once-was-a-time_724/index.html,18.28,1880.83
Old School (Diary of a Wimpy Kid #10),5,old-school-diary-of-a-wimpy-kid-10_723/index.html,11.83,1217.19
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,2,no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html,21.95,2258.44
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",2,naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html,38.39,3949.95
My Name Is Lucy Barton,1,my-name-is-lucy-barton_720/index.html,41.56,4276.11
My Mrs. Brown,3,my-mrs-brown_719/index.html,24.48,2518.75
My Kind of Crazy,1,my-kind-of-crazy_718/index.html,40.36,4152.64
Mr. Mercedes (Bill Hodges Trilogy #1),1,mr-mercedes-bill-hodges-trilogy-1_717/index.html,28.9,2973.52
More Than Music (Chasing the Dream #1),2,more-than-music-chasing-the-dream-1_716/index.html,37.61,3869.69
Made to Stick: Why Some Ideas Survive and Others Die,5,made-to-stick-why-some-ideas-survive-and-others-die_715/index.html,38.85,3997.28
Luis Paints the World,3,luis-paints-the-world_714/index.html,53.95,5550.92
Luckiest Girl Alive,3,luckiest-girl-alive_713/index.html,49.83,5127.01
Lowriders to the Center of the Earth (Lowriders in Space #2),2,lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html,51.51,5299.86
Love Is a Mix Tape (Music #1),1,love-is-a-mix-tape-music-1_711/index.html,18.03,1855.11
Looking for Lovely: Collecting the Moments that Matter,5,looking-for-lovely-collecting-the-moments-that-matter_710/index.html,29.14,2998.21
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",4,living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html,46.91,4826.57
Let It Out: A Journey Through Journaling,5,let-it-out-a-journey-through-journaling_708/index.html,26.79,2756.42
Lady Midnight (The Dark Artifices #1),5,lady-midnight-the-dark-artifices-1_707/index.html,16.28,1675.05
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",1,its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html,19.55,2011.5
Island of Dragons (Unwanteds #7),1,island-of-dragons-unwanteds-7_705/index.html,29.65,3050.69
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,4,i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html,25.98,2673.08
I Am Pilgrim (Pilgrim #1),4,i-am-pilgrim-pilgrim-1_703/index.html,10.6,1090.63
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",5,hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html,14.75,1517.63
"Hush, Hush (Hush, Hush #1)",3,hush-hush-hush-hush-1_701/index.html,47.02,4837.89
Hold Your Breath (Search and Rescue #1),1,hold-your-breath-search-and-rescue-1_700/index.html,28.82,2965.29
Hamilton: The Revolution,3,hamilton-the-revolution_699/index.html,58.79,6048.9
Greek Mythic History,5,greek-mythic-history_698/index.html,10.23,1052.56
God: The Most Unpleasant Character in All Fiction,5,god-the-most-unpleasant-character-in-all-fiction_697/index.html,30.03,3089.79
Glory over Everything: Beyond The Kitchen House,3,glory-over-everything-beyond-the-kitchen-house_696/index.html,45.84,4716.48
Feathers: Displays of Brilliant Plumage,3,feathers-displays-of-brilliant-plumage_695/index.html,49.05,5046.75
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",4,far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html,15.06,1549.52
Every Last Word,3,every-last-word_693/index.html,46.47,4781.3
Eligible (The Austen Project #4),3,eligible-the-austen-project-4_692/index.html,27.09,2787.29
El Deafo,5,el-deafo_691/index.html,57.62,5928.52
Eight Hundred Grapes,4,eight-hundred-grapes_690/index.html,14.39,1480.59
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",5,eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html,51.75,5324.56
"Eat Fat, Get Thin",2,eat-fat-get-thin_688/index.html,54.07,5563.26
Don't Get Caught,1,dont-get-caught_687/index.html,55.35,5694.96
Doctor Sleep (The Shining #2),2,doctor-sleep-the-shining-2_686/index.html,40.12,4127.95
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),5,demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html,37.51,3859.4
Dear Mr. Knightley,5,dear-mr-knightley_684/index.html,11.21,1153.4
Daily Fantasy Sports,1,daily-fantasy-sports_683/index.html,36.58,3763.72
Crazy Love: Overwhelmed by a Relentless God,2,crazy-love-overwhelmed-by-a-relentless-god_682/index.html,47.72,4909.91
Cometh the Hour (The Clifton Chronicles #6),3,cometh-the-hour-the-clifton-chronicles-6_681/index.html,25.01,2573.28
Code Name Verity (Code Name Verity #1),4,code-name-verity-code-name-verity-1_680/index.html,22.13,2276.96
Clockwork Angel (The Infernal Devices #1),1,clockwork-angel-the-infernal-devices-1_679/index.html,44.14,4541.56
City of Glass (The Mortal Instruments #3),4,city-of-glass-the-mortal-instruments-3_678/index.html,56.02,5763.9
City of Fallen Angels (The Mortal Instruments #4),4,city-of-fallen-angels-the-mortal-instruments-4_677/index.html,11.23,1155.45
City of Bones (The Mortal Instruments #1),1,city-of-bones-the-mortal-instruments-1_676/index.html,43.28,4453.08
City of Ashes (The Mortal Instruments #2),1,city-of-ashes-the-mortal-instruments-2_675/index.html,47.27,4863.61
Cell,4,cell_674/index.html,20.29,2087.64
Catching Jordan (Hundred Oaks),3,catching-jordan-hundred-oaks_673/index.html,50.83,5229.9
"Carry On, Warrior: Thoughts on Life Unarmed",3,carry-on-warrior-thoughts-on-life-unarmed_672/index.html,31.85,3277.05
Carrie,2,carrie_671/index.html,46.23,4756.6
Buying In: The Secret Dialogue Between What We Buy and Who We Are,4,buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html,37.8,3889.24
Brain on Fire: My Month of Madness,5,brain-on-fire-my-month-of-madness_669/index.html,49.32,5074.53
Batman: Europa,2,batman-europa_668/index.html,32.01,3293.51
Barefoot Contessa Back to Basics,1,barefoot-contessa-back-to-basics_667/index.html,28.01,2881.95
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,5,barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html,50.62,5208.29
Balloon Animals,3,balloon-animals_665/index.html,17.03,1752.22
Art Ops Vol. 1,3,art-ops-vol-1_664/index.html,48.8,5021.03
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),4,aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html,58.14,5982.02
Angels Walking (Angels Walking #1),2,angels-walking-angels-walking-1_662/index.html,34.2,3518.84
Angels & Demons (Robert Langdon #1),3,angels-demons-robert-langdon-1_661/index.html,51.48,5296.78
All the Light We Cannot See,5,all-the-light-we-cannot-see_660/index.html,29.87,3073.32
"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",2,adulthood-is-a-myth-a-sarahs-scribbles-collection_659/index.html,10.9,1121.5
Abstract City,5,abstract-city_658/index.html,56.37,5799.91
A Time of Torment (Charlie Parker #14),5,a-time-of-torment-charlie-parker-14_657/index.html,48.35,4974.73
A Study in Scarlet (Sherlock Holmes #1),2,a-study-in-scarlet-sherlock-holmes-1_656/index.html,16.73,1721.35
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",2,a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html,56.48,5811.23
A People's History of the United States,2,a-peoples-history-of-the-united-states_654/index.html,40.79,4196.88
A Man Called Ove,1,a-man-called-ove_653/index.html,39.72,4086.79
A Distant Mirror: The Calamitous 14th Century,3,a-distant-mirror-the-calamitous-14th-century_652/index.html,14.58,1500.14
A Brush of Wings (Angels Walking #3),1,a-brush-of-wings-angels-walking-3_651/index.html,55.51,5711.42
1491: New Revelations of the Americas Before Columbus,3,1491-new-revelations-of-the-americas-before-columbus_650/index.html,21.8,2243.0
"The Three Searches, Meaning, and the Story",3,the-three-searches-meaning-and-the-story_649/index.html,13.33,1371.52
Searching for Meaning in Gailana,1,searching-for-meaning-in-gailana_648/index.html,38.73,3984.93
Rook,4,rook_647/index.html,37.86,3895.42
My Kitchen Year: 136 Recipes That Saved My Life,2,my-kitchen-year-136-recipes-that-saved-my-life_646/index.html,11.53,1186.32
13 Hours: The Inside Account of What Really Happened In Benghazi,1,13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html,27.06,2784.2
Will You Won't You Want Me?,3,will-you-wont-you-want-me_644/index.html,13.86,1426.06
Tipping Point for Planet Earth: How Close Are We to the Edge?,1,tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html,37.55,3863.52
The Star-Touched Queen,5,the-star-touched-queen_642/index.html,32.3,3323.35
The Silent Sister (Riley MacPherson #1),5,the-silent-sister-riley-macpherson-1_641/index.html,46.29,4762.78
The Midnight Watch: A Novel of the Titanic and the Californian,1,the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html,26.2,2695.72
The Lonely City: Adventures in the Art of Being Alone,2,the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html,33.26,3422.12
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,4,the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html,59.15,6085.94
The Golden Condom: And Other Essays on Love Lost and Found,1,the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html,39.43,4056.95
The Epidemic (The Program 0.6),5,the-epidemic-the-program-06_636/index.html,14.44,1485.73
The Dinner Party,2,the-dinner-party_635/index.html,56.54,5817.4
The Diary of a Young Girl,3,the-diary-of-a-young-girl_634/index.html,59.9,6163.11
The Children,3,the-children_633/index.html,11.88,1222.33
Stars Above (The Lunar Chronicles #4.5),2,stars-above-the-lunar-chronicles-45_632/index.html,48.05,4943.86
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,3,snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html,21.21,2182.3
Raspberry Pi Electronics Projects for the Evil Genius,4,raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html,49.67,5110.55
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,1,quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html,43.14,4438.67
Psycho: Sanitarium (Psycho #1.5),5,psycho-sanitarium-psycho-15_628/index.html,36.97,3803.84
Poisonous (Max Revere Novels #3),3,poisonous-max-revere-novels-3_627/index.html,26.8,2757.45
One with You (Crossfire #5),4,one-with-you-crossfire-5_626/index.html,15.71,1616.4
No Love Allowed (Dodge Cove #1),4,no-love-allowed-dodge-cove-1_625/index.html,54.65,5622.94
Murder at the 42nd Street Library (Raymond Ambler #1),4,murder-at-the-42nd-street-library-raymond-ambler-1_624/index.html,54.36,5593.1
Most Wanted,3,most-wanted_623/index.html,35.28,3629.96
"Love, Lies and Spies",2,love-lies-and-spies_622/index.html,20.55,2114.39
How to Speak Golf: An Illustrated Guide to Links Lingo,5,how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html,58.32,6000.54
Hide Away (Eve Duncan #20),1,hide-away-eve-duncan-20_620/index.html,11.84,1218.22
Furiously Happy: A Funny Book About Horrible Things,4,furiously-happy-a-funny-book-about-horrible-things_619/index.html,41.46,4265.82
Everyday Italian: 125 Simple and Delicious Recipes,5,everyday-italian-125-simple-and-delicious-recipes_618/index.html,20.1,2068.09
Equal Is Unfair: America's Misguided Fight Against Income Inequality,1,equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html,56.86,5850.33
Eleanor & Park,5,eleanor-park_616/index.html,56.51,5814.31
Dirty (Dive Bar #1),4,dirty-dive-bar-1_615/index.html,40.83,4201.0
Can You Keep a Secret? (Fear Street Relaunch #4),1,can-you-keep-a-secret-fear-street-relaunch-4_614/index.html,48.64,5004.57
Boar Island (Anna Pigeon #19),3,boar-island-anna-pigeon-19_613/index.html,59.48,6119.9
A Paris Apartment,4,a-paris-apartment_612/index.html,39.01,4013.74
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",1,a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html,38.77,3989.05
Troublemaker: Surviving Hollywood and Scientology,2,troublemaker-surviving-hollywood-and-scientology_610/index.html,48.39,4978.85
The Widow,2,the-widow_609/index.html,27.26,2804.78
"The Sleep Revolution: Transforming Your Life, One Night at a Time",4,the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html,11.68,1201.76
The Improbability of Love,1,the-improbability-of-love_607/index.html,59.45,6116.81
The Art of Startup Fundraising,3,the-art-of-startup-fundraising_606/index.html,21.0,2160.69
Take Me Home Tonight (Rock Star Romance #3),3,take-me-home-tonight-rock-star-romance-3_605/index.html,53.98,5554.0
Sleeping Giants (Themis Files #1),1,sleeping-giants-themis-files-1_604/index.html,48.74,5014.86
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",2,setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html,21.15,2176.12
Playing with Fire,3,playing-with-fire_602/index.html,13.71,1410.62
Off the Hook (Fishing for Trouble #1),3,off-the-hook-fishing-for-trouble-1_601/index.html,47.67,4904.77
Mothering Sunday,2,mothering-sunday_600/index.html,13.34,1372.55
"Mother, Can You Not?",5,mother-can-you-not_599/index.html,16.89,1737.81
M Train,1,m-train_598/index.html,27.18,2796.55
Lilac Girls,2,lilac-girls_597/index.html,17.28,1777.94
Lies and Other Acts of Love,1,lies-and-other-acts-of-love_596/index.html,45.14,4644.45
Lab Girl,1,lab-girl_595/index.html,40.85,4203.06
Keep Me Posted,4,keep-me-posted_594/index.html,20.46,2105.13
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,3,it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html,56.27,5789.62
Grey (Fifty Shades #4),4,grey-fifty-shades-4_592/index.html,48.49,4989.14
"Exit, Pursued by a Bear",4,exit-pursued-by-a-bear_591/index.html,51.34,5282.37
Daredevils,3,daredevils_590/index.html,16.34,1681.22
Cravings: Recipes for What You Want to Eat,3,cravings-recipes-for-what-you-want-to-eat_589/index.html,20.5,2109.24
Born for This: How to Find the Work You Were Meant to Do,5,born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html,21.59,2221.4
Arena,4,arena_587/index.html,21.36,2197.73
Adultery,5,adultery_586/index.html,20.88,2148.34
A Mother's Reckoning: Living in the Aftermath of Tragedy,3,a-mothers-reckoning-living-in-the-aftermath-of-tragedy_585/index.html,19.53,2009.44
A Gentleman's Position (Society of Gentlemen #3),5,a-gentlemans-position-society-of-gentlemen-3_584/index.html,14.75,1517.63
11/22/63,3,112263_583/index.html,48.48,4988.11
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",2,10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html,24.57,2528.01
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,5,10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html,49.71,5114.66
Without Shame,5,without-shame_580/index.html,48.27,4966.5
Watchmen,4,watchmen_579/index.html,58.05,5972.76
Unlimited Intuition Now,4,unlimited-intuition-now_578/index.html,58.87,6057.13
Underlying Notes,2,underlying-notes_577/index.html,11.82,1216.16
The Shack,1,the-shack_576/index.html,28.03,2884.01
The New Brand You: Your New Image Makes the Sale for You,5,the-new-brand-you-your-new-image-makes-the-sale-for-you_575/index.html,44.05,4532.3
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",4,the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html,12.34,1269.66
The Flowers Lied,2,the-flowers-lied_573/index.html,16.68,1716.21
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",1,the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html,55.91,5752.58
The Book of Mormon,3,the-book-of-mormon_571/index.html,24.57,2528.01
The Art and Science of Low Carbohydrate Living,5,the-art-and-science-of-low-carbohydrate-living_570/index.html,52.98,5451.11
The Alien Club,1,the-alien-club_569/index.html,54.4,5597.22
Suzie Snowflake: One beautiful flake (a self-esteem story),5,suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568/index.html,54.81,5639.4
Nap-a-Roo,1,nap-a-roo_567/index.html,25.08,2580.48
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",4,nano-what-now-finding-your-editing-process-revising-your-nanowrimo-book-and-building-a-writing-career-through-publishing-and-beyond_566/index.html,10.41,1071.08
Modern Day Fables,2,modern-day-fables_565/index.html,47.44,4881.1
If I Gave You God's Phone Number....: Searching for Spirituality in America,1,if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html,20.91,2151.43
"Fruits Basket, Vol. 9 (Fruits Basket #9)",4,fruits-basket-vol-9-fruits-basket-9_563/index.html,33.95,3493.12
Dress Your Family in Corduroy and Denim,3,dress-your-family-in-corduroy-and-denim_562/index.html,43.68,4494.24
Don't Forget Steven,1,dont-forget-steven_561/index.html,33.23,3419.03
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,2,chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html,35.92,3695.81
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,4,art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html,48.63,5003.54
A Shard of Ice (The Black Symphony Saga #1),3,a-shard-of-ice-the-black-symphony-saga-1_558/index.html,56.63,5826.66
A Hero's Curse (The Unseen Chronicles #1),3,a-heros-curse-the-unseen-chronicles-1_557/index.html,50.49,5194.92
23 Degrees South: A Tropical Tale of Changing Whether...,2,23-degrees-south-a-tropical-tale-of-changing-whether_556/index.html,35.79,3682.43
"Zero to One: Notes on Startups, or How to Build the Future",3,zero-to-one-notes-on-startups-or-how-to-build-the-future_555/index.html,34.06,3504.43
Why Not Me?,1,why-not-me_554/index.html,17.76,1827.33
When Breath Becomes Air,2,when-breath-becomes-air_553/index.html,39.36,4049.75
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,2,vagabonding-an-uncommon-guide-to-the-art-of-long-term-world-travel_552/index.html,36.94,3800.76
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),5,the-unlikely-pilgrimage-of-harold-fry-harold-fry-1_551/index.html,43.62,4488.06
The New Drawing on the Right Side of the Brain,3,the-new-drawing-on-the-right-side-of-the-brain_550/index.html,43.02,4426.33
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",4,the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549/index.html,28.45,2927.22
The Martian (The Martian #1),2,the-martian-the-martian-1_548/index.html,41.39,4258.62
The High Mountains of Portugal,1,the-high-mountains-of-portugal_547/index.html,51.15,5262.82
The Grownup,1,the-grownup_546/index.html,35.88,3691.69
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,1,the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html,36.91,3797.67
South of Sunshine,1,south-of-sunshine_544/index.html,28.93,2976.61
Smarter Faster Better: The Secrets of Being Productive in Life and Business,5,smarter-faster-better-the-secrets-of-being-productive-in-life-and-business_543/index.html,38.89,4001.39
Silence in the Dark (Logan Point #4),3,silence-in-the-dark-logan-point-4_542/index.html,58.33,6001.57
Shadows of the Past (Logan Point #1),5,shadows-of-the-past-logan-point-1_541/index.html,39.67,4081.65
Roller Girl,5,roller-girl_540/index.html,14.1,1450.75
Rising Strong,3,rising-strong_539/index.html,21.82,2245.06
Proofs of God: Classical Arguments from Tertullian to Barth,1,proofs-of-god-classical-arguments-from-tertullian-to-barth_538/index.html,54.21,5577.67
Please Kill Me: The Uncensored Oral History of Punk,4,please-kill-me-the-uncensored-oral-history-of-punk_537/index.html,31.19,3209.14
Out of Print: City Lights Spotlight No. 14,5,out-of-print-city-lights-spotlight-no-14_536/index.html,53.64,5519.02
My Life Next Door (My Life Next Door ),5,my-life-next-door-my-life-next-door_535/index.html,36.39,3744.17
Miller's Valley,2,millers-valley_534/index.html,58.54,6023.18
Man's Search for Meaning,3,mans-search-for-meaning_533/index.html,29.48,3033.2
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",2,love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532/index.html,25.06,2578.42
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,3,living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531/index.html,12.55,1291.27
Les Fleurs du Mal,5,les-fleurs-du-mal_530/index.html,29.04,2987.93
Left Behind (Left Behind #1),2,left-behind-left-behind-1_529/index.html,40.72,4189.68
Kill 'Em and Leave: Searching for James Brown and the American Soul,5,kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html,45.05,4635.19
Kierkegaard: A Christian Missionary to Christians,1,kierkegaard-a-christian-missionary-to-christians_527/index.html,47.13,4849.21
John Vassos: Industrial Design for Modern Life,4,john-vassos-industrial-design-for-modern-life_526/index.html,20.22,2080.44
I'll Give You the Sun,1,ill-give-you-the-sun_525/index.html,56.48,5811.23
I Will Find You,1,i-will-find-you_524/index.html,44.21,4548.77
Hystopia: A Novel,4,hystopia-a-novel_523/index.html,21.96,2259.46
Howl and Other Poems,2,howl-and-other-poems_522/index.html,40.45,4161.9
History of Beauty,4,history-of-beauty_521/index.html,10.29,1058.74
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,2,heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html,52.86,5438.77
Future Shock (Future Shock #1),5,future-shock-future-shock-1_519/index.html,55.65,5725.83
Ender's Game (The Ender Quintet #1),1,enders-game-the-ender-quintet-1_518/index.html,43.64,4490.12
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,1,diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html,28.41,2923.1
Death by Leisure: A Cautionary Tale,4,death-by-leisure-a-cautionary-tale_516/index.html,37.51,3859.4
Brilliant Beacons: A History of the American Lighthouse,3,brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html,11.45,1178.09
Brazen: The Courage to Find the You That's Been Hiding,2,brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html,19.22,1977.55
